index,docId,category,charCount,wordCount,url
280,health280,health,1579,599,https://kohsantepheapdaily.com.kh/article/1078850.html
281,health281,health,1216,461,https://kohsantepheapdaily.com.kh/article/1423322.html
282,health282,health,615,227,https://www.rfa.org/khmer/news/health/cambodia-records-18-new-cases-of-omicron-on-april-13-04132022121320.html
283,health283,health,770,285,https://www.rfa.org/khmer/news/health/cambodia-records-73-new-cases-of-omicron-03222022104032.html
284,health284,health,1760,645,https://kohsantepheapdaily.com.kh/article/1233627.html
285,health285,health,2492,955,https://kohsantepheapdaily.com.kh/article/1867079.html
286,health286,health,3609,1333,https://kohsantepheapdaily.com.kh/article/1427654.html
287,health287,health,817,308,https://kohsantepheapdaily.com.kh/article/1937673.html
288,health288,health,655,235,https://kohsantepheapdaily.com.kh/article/1100231.html
289,health289,health,818,299,https://kohsantepheapdaily.com.kh/article/2046485.html
290,health290,health,1589,598,https://kohsantepheapdaily.com.kh/article/1448928.html
291,health291,health,1224,451,https://kohsantepheapdaily.com.kh/article/1450370.html
292,health292,health,2476,869,https://kohsantepheapdaily.com.kh/article/1853301.html
293,health293,health,1968,722,https://www.rfa.org/khmer/news/health/royal-government-of-cambodia-and-unicef-accelerate-efforts-to-end-child-wasting-10192022052029.html
294,health294,health,1919,737,https://kohsantepheapdaily.com.kh/article/1998479.html
295,health295,health,3050,1109,https://kohsantepheapdaily.com.kh/article/1496154.html
296,health296,health,1155,432,https://kohsantepheapdaily.com.kh/article/%e1%9e%97%e1%9f%92%e1%9e%93%e1%9f%86%e1%9e%96%e1%9f%81%e1%9e%89%e1%9e%93%e1%9e%b9%e1%9e%84%e1%9e%98%e1%9e%b6%e1%9e%93%e1%9e%80%e1%9e%93%e1%9f%92%e1%9e%9b%e1%9f%82%e1%9e%84%e1%9e%85%e1%9e%8f%e1%9f%92.html
297,health297,health,2749,1017,https://kohsantepheapdaily.com.kh/article/1644550.html
298,health298,health,1541,559,https://kohsantepheapdaily.com.kh/article/%e1%9e%96%e1%9e%9b%e1%9e%9a%e1%9e%8a%e1%9f%92%e1%9e%8b%e1%9e%94%e1%9e%93%e1%9f%92%e1%9e%8f%e1%9e%85%e1%9f%81%e1%9e%89%e1%9e%96%e1%9e%b8%e1%9e%90%e1%9f%83%e1%9e%8f%e1%9e%b6%e1%9e%98%e1%9e%85%e1%9f%92.html
299,health299,health,1521,581,https://kohsantepheapdaily.com.kh/article/1421087.html
300,health300,health,2577,950,https://kohsantepheapdaily.com.kh/article/1726802.html
301,health301,health,4272,1600,https://kohsantepheapdaily.com.kh/article/1828109.html
302,health302,health,3040,1137,https://www.rfa.org/khmer/news/health/interior-minister-orders-all-provincial-administrations-to-end-all-agreements-to-promote-alcohol-products-on-the-streets-and-in-public-places-07092024133253.html
303,health303,health,2305,844,https://kohsantepheapdaily.com.kh/article/1458207.html
304,health304,health,2248,858,https://www.rfa.org/khmer/news/health/citizen-asked-authorities-to-take-legal-action-against-frozen-meat-importers-08142024111707.html
305,health305,health,1356,455,https://kohsantepheapdaily.com.kh/article/1324323.html
306,health306,health,1428,541,https://kohsantepheapdaily.com.kh/article/1372269.html
307,health307,health,1332,500,https://kohsantepheapdaily.com.kh/article/1480475.html
308,health308,health,2507,915,https://kohsantepheapdaily.com.kh/article/1758310.html
309,health309,health,1120,413,https://kohsantepheapdaily.com.kh/article/1174537.html
310,health310,health,5762,2132,https://www.rfa.org/khmer/news/health/experts-warn-government-should-restrict-tourists-from-china-as-china-re-emerges-covid-19-01082023085259.html
311,health311,health,2524,928,https://kohsantepheapdaily.com.kh/article/1669601.html
312,health312,health,2841,1049,https://kohsantepheapdaily.com.kh/article/1711483.html
313,health313,health,917,329,https://kohsantepheapdaily.com.kh/article/1429711.html
314,health314,health,1091,393,https://kohsantepheapdaily.com.kh/article/1481853.html
315,health315,health,1245,452,https://kohsantepheapdaily.com.kh/article/1317213.html
316,health316,health,1869,692,https://kohsantepheapdaily.com.kh/article/1331580.html
317,health317,health,2542,943,https://kohsantepheapdaily.com.kh/article/1429884.html
318,health318,health,941,347,https://www.rfa.org/khmer/news/health/1-died-and-330-tested-positive-for-covid-19-03062022093113.html
319,health319,health,1219,454,https://kohsantepheapdaily.com.kh/article/1376675.html
320,health320,health,1245,475,https://kohsantepheapdaily.com.kh/article/1448932.html
321,health321,health,2370,871,https://kohsantepheapdaily.com.kh/article/1459618.html
322,health322,health,994,347,https://kohsantepheapdaily.com.kh/article/1085624.html
323,health323,health,1724,652,https://kohsantepheapdaily.com.kh/article/1337571.html
324,health324,health,1108,416,https://kohsantepheapdaily.com.kh/article/1383718.html
325,health325,health,3761,1406,https://www.rfa.org/khmer/news/health/ngos-urged-govt-to-stop-importing-frozen-meats-02022024085627.html
326,health326,health,1340,505,https://kohsantepheapdaily.com.kh/article/%e1%9e%9b%e1%9f%84%e1%9e%80%e1%9e%8f%e1%9f%92%e1%9e%9a%e1%9e%b6%e1%9f%86%e1%9e%85%e1%9f%84%e1%9e%91%e1%9e%94%e1%9f%92%e1%9e%9a%e1%9e%80%e1%9e%b6%e1%9e%93%e1%9f%8b%e1%9e%82%e1%9f%92%e1%9e%9a%e1%9e%bc.html
327,health327,health,3104,1146,https://kohsantepheapdaily.com.kh/article/1697340.html
328,health328,health,1224,452,https://kohsantepheapdaily.com.kh/article/1460621.html
329,health329,health,1285,471,https://kohsantepheapdaily.com.kh/article/1371380.html
330,health330,health,1869,689,https://kohsantepheapdaily.com.kh/article/2005272.html
331,health331,health,1464,548,https://kohsantepheapdaily.com.kh/article/2018916.html
332,health332,health,2726,998,https://kohsantepheapdaily.com.kh/article/1772152.html
333,health333,health,846,313,https://kohsantepheapdaily.com.kh/article/1395997.html
334,health334,health,493,180,https://kohsantepheapdaily.com.kh/article/1208953.html
335,health335,health,3686,1336,https://kohsantepheapdaily.com.kh/article/1968865.html
336,health336,health,3233,1210,https://kohsantepheapdaily.com.kh/article/1686039.html
337,health337,health,1705,642,https://kohsantepheapdaily.com.kh/article/1985180.html
338,health338,health,1254,469,https://kohsantepheapdaily.com.kh/article/1126826.html
339,health339,health,1258,467,https://kohsantepheapdaily.com.kh/article/1446474.html
340,health340,health,1256,458,https://kohsantepheapdaily.com.kh/article/1224732.html
341,health341,health,1273,480,https://kohsantepheapdaily.com.kh/article/1460625.html
342,health342,health,3344,1239,https://kohsantepheapdaily.com.kh/article/1862019.html
343,health343,health,1162,423,https://kohsantepheapdaily.com.kh/article/1996733.html
344,health344,health,3196,1193,https://kohsantepheapdaily.com.kh/article/1817937.html
345,health345,health,1246,472,https://kohsantepheapdaily.com.kh/article/2009319.html
346,health346,health,1180,449,https://kohsantepheapdaily.com.kh/article/1481861.html
347,health347,health,915,331,https://kohsantepheapdaily.com.kh/article/1381726.html
348,health348,health,1180,436,https://kohsantepheapdaily.com.kh/article/1371392.html
349,health349,health,2790,1028,https://kohsantepheapdaily.com.kh/article/1797462.html
350,health350,health,2948,1092,https://kohsantepheapdaily.com.kh/article/1560744.html
351,health351,health,1023,348,https://kohsantepheapdaily.com.kh/article/%e1%9e%93%e1%9e%b6%e1%9e%99%e1%9e%80%e2%80%8b%e1%9e%9a%e1%9e%8a%e1%9f%92%e1%9e%8b%e1%9e%98%e1%9e%93%e1%9f%92%e1%9e%8f%e1%9f%92%e1%9e%9a%e1%9e%b8%e2%80%8b%e1%9e%a2%e1%9e%84%e1%9f%8b%e1%9e%82%e1%9f%92-2.html
352,health352,health,1437,528,https://kohsantepheapdaily.com.kh/article/1490139.html
353,health353,health,1376,509,https://kohsantepheapdaily.com.kh/article/1486769.html
354,health354,health,1129,425,https://kohsantepheapdaily.com.kh/article/1043573.html
355,health355,health,1519,571,https://kohsantepheapdaily.com.kh/article/1936407.html
356,health356,health,2061,777,https://kohsantepheapdaily.com.kh/article/2050695.html
357,health357,health,2415,891,https://kohsantepheapdaily.com.kh/article/1675462.html
358,health358,health,1324,471,https://www.rfa.org/khmer/news/health/usaid-and-partners-launch-behavior-change-campaign-to-young-children-in-cambodia-04012023202141.html
359,health359,health,1883,702,https://kohsantepheapdaily.com.kh/article/1218888.html
360,health360,health,1482,531,https://kohsantepheapdaily.com.kh/article/1966618.html
361,health361,health,3281,1169,https://kohsantepheapdaily.com.kh/article/1323068.html
362,health362,health,2985,1125,https://kohsantepheapdaily.com.kh/article/1824654.html
363,health363,health,2746,1020,https://kohsantepheapdaily.com.kh/article/1885360.html
364,health364,health,2913,1112,https://kohsantepheapdaily.com.kh/article/1600721.html
365,health365,health,3384,1260,https://kohsantepheapdaily.com.kh/article/1622378.html
366,health366,health,1269,483,https://kohsantepheapdaily.com.kh/article/1376602.html
367,health367,health,741,276,https://www.rfa.org/khmer/news/health/cambodia-records-64-new-cases-of-omicron-on-march-23-03232022080645.html
368,health368,health,2126,788,https://kohsantepheapdaily.com.kh/article/1552035.html
369,health369,health,1185,442,https://kohsantepheapdaily.com.kh/article/1463836.html
370,health370,health,1035,373,https://kohsantepheapdaily.com.kh/article/1993555.html
371,health371,health,1246,470,https://kohsantepheapdaily.com.kh/article/1498021.html
372,health372,health,3651,1363,https://kohsantepheapdaily.com.kh/article/1507765.html
373,health373,health,1944,712,https://kohsantepheapdaily.com.kh/article/1051153.html
374,health374,health,1400,510,https://kohsantepheapdaily.com.kh/article/2004634.html
375,health375,health,1846,641,https://kohsantepheapdaily.com.kh/article/1360305.html
376,health376,health,1205,446,https://kohsantepheapdaily.com.kh/article/%e1%9e%94%e1%9e%b6%e1%9e%9a%e1%9e%b6%e1%9f%86%e1%9e%84%e1%9e%94%e1%9e%b6%e1%9e%93%e1%9e%80%e1%9f%92%e1%9e%9b%e1%9e%b6%e1%9e%99%e1%9e%87%e1%9e%b6%e1%9e%94%e1%9f%92%e1%9e%9a%e1%9e%91%e1%9f%81%e1%9e%9f.html
377,health377,health,2643,966,https://kohsantepheapdaily.com.kh/article/%e1%9e%96%e1%9f%92%e1%9e%9a%e1%9e%b9%e1%9e%8f%e1%9f%92%e1%9e%8f%e1%9e%b7%e1%9e%80%e1%9e%b6%e1%9e%9a%e1%9e%8e%e1%9f%8d%e1%9f%a3-%e1%9e%9c%e1%9e%b7%e1%9e%85%e1%9f%92%e1%9e%86%e1%9e%b7%e1%9e%80%e1%9e%b6.html
378,health378,health,8195,2945,https://kohsantepheapdaily.com.kh/article/1335732.html
379,health379,health,1198,448,https://kohsantepheapdaily.com.kh/article/2052415.html
380,health380,health,3278,1220,https://kohsantepheapdaily.com.kh/article/1732668.html
381,health381,health,5429,2015,https://kohsantepheapdaily.com.kh/article/1952305.html
382,health382,health,2976,1092,https://kohsantepheapdaily.com.kh/article/1566401.html
383,health383,health,1444,555,https://kohsantepheapdaily.com.kh/article/%e1%9e%9f%e1%9e%b7%e1%9e%9f%e1%9f%92%e1%9e%9f%e1%9e%87%e1%9e%b6%e1%9e%84%e1%9f%a2%e1%9f%a3%e1%9e%9b%e1%9e%b6%e1%9e%93%e1%9e%93%e1%9e%b6%e1%9e%80%e1%9f%8b-%e1%9e%85%e1%9e%bc%e1%9e%9b%e1%9e%80%e1%9e%84.html
384,health384,health,1256,459,https://www.rfa.org/khmer/news/health/ministry-of-health-warns-of-qdenga-vaccine-not-yet-recognized-by-who-fda-01272024114404.html
385,health385,health,1192,451,https://kohsantepheapdaily.com.kh/article/1326317.html
386,health386,health,1260,483,https://kohsantepheapdaily.com.kh/article/1424135.html
387,health387,health,1153,421,https://kohsantepheapdaily.com.kh/article/2031972.html
388,health388,health,1292,485,https://kohsantepheapdaily.com.kh/article/1939920.html
389,health389,health,3610,1311,https://kohsantepheapdaily.com.kh/article/1878797.html
390,health390,health,3728,1361,https://kohsantepheapdaily.com.kh/article/1434423.html
391,health391,health,1927,719,https://kohsantepheapdaily.com.kh/article/1934366.html
392,health392,health,3048,1119,https://kohsantepheapdaily.com.kh/article/1743519.html
393,health393,health,1201,431,https://kohsantepheapdaily.com.kh/article/1478558.html
394,health394,health,1353,503,https://kohsantepheapdaily.com.kh/article/1376612.html
395,health395,health,655,242,https://kohsantepheapdaily.com.kh/article/1125327.html
396,health396,health,1272,467,https://kohsantepheapdaily.com.kh/article/1471330.html
397,health397,health,3159,1156,https://kohsantepheapdaily.com.kh/article/1522770.html
398,health398,health,3950,1475,https://kohsantepheapdaily.com.kh/article/1482834.html
399,health399,health,2393,875,https://kohsantepheapdaily.com.kh/article/%e1%9e%80%e1%9e%bc%e1%9e%9c%e1%9e%b8%e1%9e%8a%e1%9f%a1%e1%9f%a9%e1%9e%8a%e1%9e%9b%e1%9f%8b%e1%9e%9f%e1%9e%a0%e1%9e%82%e1%9e%98%e1%9e%93%e1%9f%8d%e1%9f%96-%e1%9e%94%e1%9f%92%e1%9e%9a%e1%9e%98%e1%9e%bb.html
400,health400,health,3639,1344,https://www.rfa.org/khmer/news/health/cyn-release-report-about-youths-and-covid-effected-06032023090318.html
401,health401,health,6257,2359,https://www.rfa.org/khmer/news/health/some-hiv-positive-people-in-roka-commune-battambang-province-are-living-in-poverty-and-ask-the-authorities-to-help-10272023092819.html
402,health402,health,2128,765,https://kohsantepheapdaily.com.kh/article/1339609.html
403,health403,health,3573,1308,https://kohsantepheapdaily.com.kh/article/1903056.html
404,health404,health,1221,459,https://www.rfa.org/khmer/news/health/cambodia-records-198-new-cases-of-omicron-on-march-9-03092022162201.html
405,health405,health,986,373,https://kohsantepheapdaily.com.kh/article/2046511.html
406,health406,health,4017,1478,https://kohsantepheapdaily.com.kh/article/1896697.html
407,health407,health,1248,464,https://kohsantepheapdaily.com.kh/article/2028230.html
408,health408,health,1239,467,https://kohsantepheapdaily.com.kh/article/%e1%9e%95%e1%9f%92%e1%9e%9f%e1%9e%b6%e1%9e%9a%e1%9e%91%e1%9f%86%e1%9e%93%e1%9e%be%e1%9e%94%e1%9e%a2%e1%9f%8a%e1%9e%b8%e1%9e%a2%e1%9e%93-%e1%9e%94%e1%9e%be%e1%9e%80%e1%9e%9c%e1%9e%b7%e1%9e%89%e1%9e%8f.html
409,health409,health,3325,1230,https://kohsantepheapdaily.com.kh/article/1989742.html
410,health410,health,3811,1403,https://kohsantepheapdaily.com.kh/article/1631363.html
411,health411,health,1212,453,https://kohsantepheapdaily.com.kh/article/1312687.html
412,health412,health,591,215,https://kohsantepheapdaily.com.kh/article/1089869.html
413,health413,health,928,301,https://kohsantepheapdaily.com.kh/article/1237713.html
414,health414,health,3622,1359,https://kohsantepheapdaily.com.kh/article/1639242.html
415,health415,health,375,136,https://kohsantepheapdaily.com.kh/article/1212541.html
416,health416,health,1850,698,https://kohsantepheapdaily.com.kh/article/1959471.html
417,health417,health,2036,767,https://kohsantepheapdaily.com.kh/article/2007481.html
418,health418,health,2599,996,https://kohsantepheapdaily.com.kh/article/1279429.html
419,health419,health,941,353,https://kohsantepheapdaily.com.kh/article/1948824.html
420,health420,health,3030,1116,https://kohsantepheapdaily.com.kh/article/1833716.html
421,health421,health,2592,954,https://kohsantepheapdaily.com.kh/article/1419212.html
422,health422,health,3243,1250,https://kohsantepheapdaily.com.kh/article/2036938.html
423,health423,health,3318,1240,https://kohsantepheapdaily.com.kh/article/2001266.html
424,health424,health,2654,973,https://kohsantepheapdaily.com.kh/article/1417379.html
425,health425,health,1277,493,https://kohsantepheapdaily.com.kh/article/1418299.html
426,health426,health,3166,1173,https://kohsantepheapdaily.com.kh/article/1453673.html
427,health427,health,855,303,https://kohsantepheapdaily.com.kh/article/1038170.html
428,health428,health,3082,1148,https://kohsantepheapdaily.com.kh/article/1710779.html
429,health429,health,1317,488,https://kohsantepheapdaily.com.kh/article/1498025.html
430,health430,health,2515,940,https://kohsantepheapdaily.com.kh/article/1702751.html
431,health431,health,1357,498,https://kohsantepheapdaily.com.kh/article/1404011.html
432,health432,health,1227,450,https://kohsantepheapdaily.com.kh/article/%e1%9e%93%e1%9e%b6%e1%9e%99%e1%9e%80%e2%80%8b%e1%9e%9a%e1%9e%8a%e1%9f%92%e1%9e%8b%e1%9e%98%e1%9e%93%e1%9f%92%e1%9e%8f%e1%9f%92%e1%9e%9a%e1%9e%b8%e2%80%8b%e1%9e%a2%e1%9e%84%e1%9f%8b%e1%9e%82%e1%9f%92.html
433,health433,health,1394,514,https://kohsantepheapdaily.com.kh/article/1469551.html
434,health434,health,1237,477,https://kohsantepheapdaily.com.kh/article/2049905.html
435,health435,health,1409,521,https://kohsantepheapdaily.com.kh/article/1417658.html
436,health436,health,3474,1310,https://kohsantepheapdaily.com.kh/article/1520691.html
437,health437,health,3500,1289,https://kohsantepheapdaily.com.kh/article/1818362.html
438,health438,health,4136,1536,https://kohsantepheapdaily.com.kh/article/1661760.html
439,health439,health,1238,459,https://kohsantepheapdaily.com.kh/article/1447983.html
440,health440,health,3929,1439,https://kohsantepheapdaily.com.kh/article/1634527.html
441,health441,health,4057,1511,https://kohsantepheapdaily.com.kh/article/1680968.html
442,health442,health,1972,715,https://kohsantepheapdaily.com.kh/article/1232774.html
443,health443,health,998,382,https://kohsantepheapdaily.com.kh/article/1222497.html
444,health444,health,1565,587,https://kohsantepheapdaily.com.kh/article/1971882.html
